Molecule Name,NR-AR,NR-AR-LBD,NR-AhR,NR-ER,NR-ER-LBD,NR-PPAR-gamma,SR-ARE,SR-ATAD5,SR-HSE,SR-MMP,SR-p53,NR-Aromatase,Smiles,source
NCGC00254868-01,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,CCO[P@](OC(C)C)(Oc1cnc(C(C)(C)C)nc1)=S,train
NCGC00256882-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CCO[Si](C)(CCCOC[C@@H]1OC1)OCC,train
NCGC00255877-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CCO[Si](C)(OCC)OCC,train
NCGC00255729-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,CCO[Si](C=C)(OCC)OCC,train
NCGC00256052-01,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,CCO[Si](CC(C)C)(OCC)OCC,train
NCGC00255712-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,CCO[Si](CC)(OCC)OCC,train
NCGC00257154-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CCO[Si](CCC#N)(OCC)OCC,train
NCGC00259451-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CCO[Si](CCC#N)(OCC)OCC,train
NCGC00254656-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CCO[Si](CCC1CC2OC2CC1)(OCC)OCC,train
NCGC00257652-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,CCO[Si](CCCCl)(OCC)OCC,train
NCGC00257040-01,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CCO[Si](CCCN)(OCC)OCC,train
NCGC00258997-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CCO[Si](CCCN)(OCC)OCC,train
NCGC00256281-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CCO[Si](CCCNC(N)=O)(OCC)OCC,train
NCGC00255802-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CCO[Si](CCCS)(OCC)OCC,train
NCGC00260127-01,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,,CCO[Si](CCCSSSSCCC[Si](OCC)(OCC)OCC)(OCC)OCC,train
NCGC00257980-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,CCO[Si](OCC)(OCC)OCC,train
NCGC00255717-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CCO[Si](c1ccccc1)(OCC)OCC,train
NCGC00160527-03,,,,,,,,,0.0,,,,CCOc(c(C(NC[C@@H]1OCCN(Cc(cc2)ccc2F)C1)=O)c1)cc(N)c1Cl.OC(CC(O)=O)(CC(O)=O)C(O)=O,train
NCGC00160527-01,0.0,0.0,1.0,0.0,0.0,,,0.0,,,0.0,0.0,CCOc(c(C(NC[C@@H]1OCCN(Cc(cc2)ccc2F)C1)=O)c1)cc(N)c1Cl.OC(CC(O)=O)(CC(O)=O)C(O)=O,train
NCGC00256047-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,CCOc(c(N1CCOCC1)c1)cc([N+]([O-])=O)c1OCC,train
NCGC00166018-01,0.0,0.0,,1.0,1.0,0.0,,0.0,,0.0,0.0,0.0,CCOc(c1ncccc11)ccc1S(O)(=O)=O,train
NCGC00091583-02,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,CCOc(cc(C=O)cc1)c1O,train
NCGC00259674-01,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CCOc(cc(C=O)cc1)c1O,train
NCGC00256500-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CCOc(cc(C=O)cc1)c1O,train
NCGC00016978-01,1.0,0.0,0.0,0.0,0.0,,,0.0,,0.0,0.0,,CCOc(cc(CC(N[C@@H](CC(C)C)c(cccc1)c1N1CCCCC1)=O)cc1)c1C(O)=O,train
NCGC00258594-01,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,0.0,,CCOc(cc(c(OCC)c1)OCC)c1C(C)=O,train
NCGC00167448-02,,,,,,,1.0,,0.0,,,,CCOc(cc(c(OCC)c1)OCC)c1C(CCC(O)=O)=O,train
NCGC00167448-01,0.0,,0.0,0.0,0.0,,,0.0,,,0.0,0.0,CCOc(cc(c(OCC)c1)OCC)c1C(CCC(O)=O)=O,train
NCGC00160624-04,,,,,,,0.0,,0.0,,,,CCOc(cc(cc1)NC(C)=O)c1C(OC)=O,train
NCGC00160624-01,0.0,0.0,,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,CCOc(cc(cc1)NC(C)=O)c1C(OC)=O,train
NCGC00254731-01,0.0,0.0,,,0.0,0.0,,0.0,0.0,,0.0,0.0,CCOc(cc(cc1)Oc(ccc(C(F)(F)F)c2)c2Cl)c1[N+]([O-])=O,train
NCGC00258999-01,0.0,0.0,0.0,,0.0,0.0,1.0,0.0,0.0,,0.0,,CCOc(cc(cc1)Oc(ccc(C(F)(F)F)c2)c2Cl)c1[N+]([O-])=O,train
NCGC00256082-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,CCOc(cc1)cc(Cl)c1OCC,train
NCGC00255172-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CCOc(cc1)cc([N+]([O-])=O)c1N,train
NCGC00018249-05,,,,,,,1.0,,0.0,,,,CCOc(cc1)cc(s2)c1nc2S(N)(=O)=O,train
NCGC00018249-04,0.0,0.0,1.0,,0.0,0.0,,0.0,,0.0,0.0,,CCOc(cc1)cc(s2)c1nc2S(N)(=O)=O,train
NCGC00016348-02,0.0,0.0,,0.0,0.0,1.0,,0.0,,0.0,0.0,0.0,CCOc(cc1)cc2c1NC(C)(C)C=C2C,train
NCGC00258888-01,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,CCOc(cc1)cc2c1NC(C)(C)C=C2C,train
NCGC00254395-01,0.0,0.0,1.0,0.0,0.0,1.0,,0.0,,0.0,0.0,0.0,CCOc(cc1)cc2c1NC(C)(C)C=C2C,train
NCGC00255801-01,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CCOc(cc1)cc2c1NC(C)(C)C[C@@H]2C,train
NCGC00258195-01,0.0,0.0,1.0,1.0,0.0,0.0,,1.0,0.0,,0.0,,CCOc(cc1)cc2c1nc(N)s2,train
NCGC00259495-01,0.0,0.0,1.0,,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,CCOc(cc1)ccc1N,train
NCGC00257138-01,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,CCOc(cc1)ccc1N,train
NCGC00181080-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,CCOc(cc1)ccc1N/C(/C)=N/c(cc1)ccc1OCC.Cl,train
NCGC00160548-01,1.0,0.0,1.0,1.0,,0.0,,1.0,,1.0,0.0,,CCOc(cc1)ccc1N=Nc(ccc(N)c1)c1N,train
NCGC00255536-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,CCOc(cc1)ccc1N=Nc1cc(S([O-])(=O)=O)c(C=Cc(ccc(N=Nc(cc2)ccc2OCC)c2)c2S([O-])(=O)=O)cc1.[Na+].[Na+],train
NCGC00016281-11,,,,,,,0.0,,0.0,,,,CCOc(cc1)ccc1NC(C)=O,train
NCGC00016281-06,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,CCOc(cc1)ccc1NC(C)=O,train
NCGC00259475-01,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,CCOc(cc1)ccc1NC(C)=O,train
NCGC00256345-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CCOc(cc1)ccc1NC(C)=O,train
NCGC00255849-01,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CCOc(cc1)ccc1NC(CC(C)=O)=O,train
NCGC00166139-03,,,,,,,0.0,,0.0,,,,CCOc(cc1)ccc1NC(C[C@H](C)O)=O,train
NCGC00166139-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0,0.0,CCOc(cc1)ccc1NC(C[C@H](C)O)=O,train
NCGC00259365-01,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,CCOc(cc1)ccc1NC(C[C@H](C)O)=O,train
NCGC00256519-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CCOc(cc1)ccc1NC(C[C@H](C)O)=O,train
NCGC00255360-01,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CCOc(cc1)ccc1NC(N)=O,train
NCGC00159463-02,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,CCOc(cc1)ccc1NC(Nc(cc1)ccc1OCC)=C,train
NCGC00159463-03,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,CCOc(cc1)ccc1NC(Nc(cc1)ccc1OCC)=C,train
NCGC00160510-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,1.0,0.0,0.0,CCOc(cc1)ccc1NC(Nc(cc1)ccc1OCC)=S,train
NCGC00256790-01,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,CCOc(cc1)ccc1O,train
NCGC00258283-01,0.0,0.0,0.0,1.0,1.0,,,0.0,,1.0,,,CCOc(cc1)ccc1[N+]([O-])=O,train
NCGC00181916-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CCOc(cc1)nnc1NS(c(cc1)ccc1N)(=O)=O,train
NCGC00256742-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,CCOc(ccc(/C=C\C)c1)c1O,train
NCGC00016557-06,,,,,,,,,0.0,,,,CCOc(ccc(Cc1c(cc(c(OCC)c2)OCC)c2ccn1)c1)c1OCC.Cl,train
NCGC00016557-01,0.0,0.0,,,0.0,0.0,,0.0,,,,0.0,CCOc(ccc(Cc1c(cc(c(OCC)c2)OCC)c2ccn1)c1)c1OCC.Cl,train
NCGC00258207-01,0.0,0.0,1.0,,0.0,0.0,0.0,0.0,,,0.0,,CCOc(ccc(NC(C)=O)c1)c1N,train
NCGC00255515-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CCOc(ccc(NC(OC(C)C)=O)c1)c1OCC,train
NCGC00096056-02,,,,,,,,,1.0,,,,CCOc(ccc1nc2cc(N)ccc22)cc1c2N.C[C@@H](C(O)=O)O.O,train
NCGC00160650-01,0.0,1.0,1.0,0.0,,,,0.0,,1.0,1.0,1.0,CCOc(ccc1nc2cc(N)ccc22)cc1c2N.C[C@@H](C(O)=O)O.O,train
NCGC00091616-03,,,,,,,0.0,,1.0,,,,CCOc(cccc1)c1C(N)=O,train
NCGC00091616-01,0.0,0.0,,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,CCOc(cccc1)c1C(N)=O,train
NCGC00257579-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CCOc(cccc1)c1C(N)=O,train
NCGC00258556-01,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CCOc(cccc1)c1N,train
NCGC00255986-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CCOc(cccc1)c1O,train
NCGC00255490-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CCOc(cccc1)c1OCC,train
NCGC00167442-03,,,,,,,,,0.0,,,,CCOc(cccc1)c1OCCN[C@H](C)Cc(cc1)cc(S(N)(=O)=O)c1OC.Cl,train
NCGC00167442-01,1.0,1.0,0.0,0.0,0.0,0.0,,0.0,,1.0,0.0,0.0,CCOc(cccc1)c1OCCN[C@H](C)Cc(cc1)cc(S(N)(=O)=O)c1OC.Cl,train
NCGC00262964-01,,,,,,,0.0,,0.0,,,,CCOc(cccc1)c1OC[C@@H]1OCCNC1.Cl,train
NCGC00263541-01,,,,,,,0.0,,0.0,,,,CCOc(cccc1)c1O[C@@H]([C@@H]1OCCNC1)c1ccccc1.CS(O)(=O)=O,train
NCGC00025335-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0,0.0,CCOc(cccc1)c1O[C@@H]([C@@H]1OCCNC1)c1ccccc1.CS(O)(=O)=O,train
NCGC00253969-01,0.0,0.0,1.0,,0.0,0.0,1.0,0.0,0.0,1.0,0.0,,CCOc(nc12)ccc2NC=C(C(NCc2ccccc2)=O)C1=O,train
NCGC00273482-01,,,,,,,1.0,,0.0,,,,CCOc1c(C(N[C@@H]([C@H]2SC(C)(C)[C@H](C([O-])=O)N22)C2=O)=O)c2ccccc2cc1.O.[Na+],train
NCGC00017070-01,0.0,0.0,,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,CCOc1c(C(N[C@@H]([C@H]2SC(C)(C)[C@H](C([O-])=O)N22)C2=O)=O)c2ccccc2cc1.O.[Na+],train
NCGC00254926-01,0.0,0.0,1.0,,0.0,,1.0,0.0,,,0.0,,CCOc1c([C@H]2N=C(c(c(F)ccc3)c3F)OC2)ccc(C(C)(C)C)c1,train
NCGC00168251-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,CCOc1c2O[C@@H]([C@H](C=C[C@H]3[C@@H](C4)N(C)CC5)O)[C@]35c2c4cc1,train
NCGC00160538-01,0.0,0.0,1.0,,0.0,0.0,,,,0.0,0.0,,CCOc1cc(-c(c2c3)nccc2cc(OC)c3OC)cc(OCC)c1OCC,train
NCGC00258550-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CCOc1cc(N)ccc1,train
NCGC00254298-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CCOc1cc([C@]2(CC[C@H](C)CC2)N(CC2)CCN2c2ccccc2)ccc1.CS(O)(=O)=O,train
NCGC00254410-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,CCOc1ccc(C(C)(C)COCc2cccc(Oc3ccccc3)c2)cc1,train
NCGC00254130-01,0.0,0.0,0.0,0.0,,,1.0,,0.0,1.0,,0.0,CCOc1cccc(-n2c(-c3ccc(C)cc3)nc(C(N(CC3)CCN3c3cc4ccccc4c(C([O-])=O)c3)=O)c2)c1.[Na+],train
NCGC00254826-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CCOc1nc(C(Cl)(Cl)Cl)ns1,train
NCGC00254669-01,0.0,0.0,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,CCOc1nc(F)cc2nc(S(Nc(c(Cl)ccc3)c3Cl)(=O)=O)nn12,train
NCGC00167474-04,,,,,,,0.0,,0.0,,,,CCOc1nc2cccc(C(O)=O)c2n1Cc(cc1)ccc1-c(cccc1)c1-c1nnn[nH]1,train
NCGC00255218-01,0.0,0.0,0.0,,,,,0.0,,1.0,,,CCOc1nc2cccc(C(O[C@H](C)OC(OC3CCCCC3)=O)=O)c2n1Cc(cc1)ccc1-c(cccc1)c1-c1nnn[nH]1,train
NCGC00160391-01,0.0,,,,1.0,,,1.0,,,,,CCP(CC)(CC)=[Au]S[C@H]([C@H]([C@@H]1OC(C)=O)OC(C)=O)O[C@@H](COC(C)=O)[C@@H]1OC(C)=O,train
NCGC00164515-02,,,,,,,0.0,,0.0,,,,CCS(C(C)(C)S(CC)(=O)=O)(=O)=O,train
NCGC00164515-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,CCS(C(C)(C)S(CC)(=O)=O)(=O)=O,train
NCGC00255471-01,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,CCS(CCSP(OC)(OC)=O)(=O)=O,train
NCGC00016741-09,,,,,,,0.0,,0.0,,,,CCS(CCn1c([N+]([O-])=O)cnc1C)(=O)=O,train
NCGC00016741-01,0.0,0.0,0.0,1.0,1.0,0.0,,0.0,,0.0,0.0,0.0,CCS(CCn1c([N+]([O-])=O)cnc1C)(=O)=O,train
NCGC00253741-01,,,,,,,0.0,,0.0,,,,CCS(c(cc1)cc(C(OC)=O)c1OC)(=O)=O,train
NCGC00258777-01,,,0.0,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,CCSC(Cl)=O,train
NCGC00254666-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CCSC(N(CC(C)C)CC(C)C)=O,train
NCGC00259121-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CCSC(N1CCCCCC1)=O,train
NCGC00254721-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CCSC(N1CCCCCC1)=O,train
NCGC00258481-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,CCSCC,train
NCGC00258465-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,CCSCCCl,train
NCGC00255441-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,CCSCc(cccc1)c1OC(NC)=O,train
NCGC00017115-01,0.0,0.0,,0.0,0.0,0.0,,0.0,,,0.0,0.0,CCSc(cc1)cc2c1Sc(cccc1)c1N2CCCN1CCN(C)CC1.OC(CC(O)=O)C(O)=O.OC(CC(O)=O)C(O)=O,train
NCGC00258726-01,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CC[C@@H](C(C)(C)C)O,train
NCGC00247678-01,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,CC[C@@H](C(C[C@H](C)N(C)C)(c1ccccc1)c1ccccc1)O.Cl,train
NCGC00247682-01,0.0,0.0,0.0,,0.0,,,0.0,0.0,,0.0,,CC[C@@H](C(C[C@H](C)NC)(c1ccccc1)c1ccccc1)OC(C)=O.Cl,train
NCGC00093704-12,,,,,,,1.0,,0.0,,,,CC[C@@H](C(N(C)CC(N(C)[C@@H](CC(C)C)C(N[C@@H](C(C)C)C(N(C)[C@@H](CC(C)C)C(N[C@@H](C)C(N[C@H](C)C(N(C)[C@@H](CC(C)C)C(N(C)[C@@H](CC(C)C)C(N(C)[C@@H](C(C)C)C(N(C)[C@H]1[C@@H]([C@H](C)C/C=C/C)O)=O)=O)=O)=O)=O)=O)=O)=O)=O)=O)NC1=O,train
NCGC00016890-01,0.0,,0.0,0.0,0.0,,,0.0,,,0.0,0.0,CC[C@@H](C(N(C)CC(N(C)[C@@H](CC(C)C)C(N[C@@H](C(C)C)C(N(C)[C@@H](CC(C)C)C(N[C@@H](C)C(N[C@H](C)C(N(C)[C@@H](CC(C)C)C(N(C)[C@@H](CC(C)C)C(N(C)[C@@H](C(C)C)C(N(C)[C@H]1[C@@H]([C@H](C)C/C=C/C)O)=O)=O)=O)=O)=O)=O)=O)=O)=O)=O)NC1=O,train
NCGC00255232-01,0.0,,0.0,,0.0,,1.0,0.0,0.0,,,,CC[C@@H](C(N(C)CC(N(C)[C@@H](CC(C)C)C(N[C@@H](C(C)C)C(N(C)[C@@H](CC(C)C)C(N[C@@H](C)C(N[C@H](C)C(N(C)[C@@H](CC(C)C)C(N(C)[C@@H](CC(C)C)C(N(C)[C@@H](C(C)C)C(N(C)[C@H]1[C@@H]([C@H](C)C/C=C/C)O)=O)=O)=O)=O)=O)=O)=O)=O)=O)=O)NC1=O,train
NCGC00186028-02,,,,,,,0.0,,0.0,,,,CC[C@@H](C(N)=O)N(CCC1)C1=O,train
NCGC00165970-01,0.0,0.0,0.0,1.0,0.0,0.0,,0.0,,0.0,0.0,0.0,CC[C@@H](C(N)=O)N(CCC1)C1=O,train
NCGC00180997-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,CC[C@@H](C(NC(N)=O)=O)c1ccccc1,train
NCGC00255213-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CC[C@@H](C(NC(N)=O)=O)c1ccccc1,train
NCGC00182986-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CC[C@@H](C(NC(NC(C)=O)=O)=O)c1ccccc1,train
NCGC00253758-01,,,,,,,0.0,,0.0,,,,CC[C@@H](C(O)=O)c(cc1)ccc1N(Cc1c2cccc1)C2=O,train
NCGC00021124-05,,,,,,,0.0,,0.0,,,,CC[C@@H](C(OCCN(CC)CC)=O)c1ccccc1,train
NCGC00021124-04,0.0,0.0,,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,CC[C@@H](C(OCCN(CC)CC)=O)c1ccccc1,train
NCGC00160645-02,,,,,,,0.0,,0.0,,,,CC[C@@H](C(OCCOCCN(CC)CC)=O)c1ccccc1.OC(CC(O)=O)(CC(O)=O)C(O)=O,train
NCGC00160645-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,CC[C@@H](C(OCCOCCN(CC)CC)=O)c1ccccc1.OC(CC(O)=O)(CC(O)=O)C(O)=O,train
NCGC00094630-01,0.0,0.0,0.0,0.0,0.0,,,0.0,,0.0,0.0,0.0,CC[C@@H](C)CCCCC(N[C@@H](CCNCS([O-])(=O)=O)C(N[C@@H]([C@@H](C)O)C(N[C@@H](CCNCS([O-])(=O)=O)C(N[C@@H](CCNC([C@H]([C@@H](C)O)NC([C@H](CCNCS([O-])(=O)=O)NC([C@H](CCNCS([O-])(=O)=O)NC([C@H](CC(C)C)NC([C@@H](CC(C)C)NC([C@H](CCNCS([O-])(=O)=O)N1)=O)=O)=O)=O)=O)=O)C1=O)=O)=O)=O)=O.[Na+].[Na+].[Na+].[Na+].[Na+],train
NCGC00094763-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,CC[C@@H](C)CCCCC(N[C@H](CCN)C(N[C@H]([C@@H](C)O)C(N[C@H](CCN)C(N[C@H](CCNC(C([C@@H](C)O)NC([C@@H](CCN)NC([C@@H](CCN)NC([C@@H](CC(C)C)NC([C@@H](Cc1ccccc1)NC([C@@H](CCN)N1)=O)=O)=O)=O)=O)=O)C1=O)=O)=O)=O)=O.OS(O)(=O)=O,train
NCGC00254779-01,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CC[C@@H](CC1)OC1=O,train
NCGC00254297-01,0.0,,0.0,,0.0,,0.0,,0.0,0.0,1.0,,CC[C@@H](CC[C@@H]1NCc2cc(N(C)C([C@H]3[C@@H]4C3)=O)c4cc2OC)N[C@H]1c1ccccc1,train
NCGC00257701-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CC[C@@H](CCl)Cl,train
NCGC00017258-08,,,,,,,0.0,,0.0,,,,CC[C@@H](CO)NC([C@@H](CN(C)[C@@H]1Cc2c[nH]3)C=C1c1c2c3ccc1)=O,train
NCGC00017258-04,0.0,0.0,,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,CC[C@@H](CO)NC([C@@H](CN(C)[C@@H]1Cc2c[nH]3)C=C1c1c2c3ccc1)=O,train
NCGC00024027-09,,,,,,,0.0,,0.0,,,,CC[C@@H](CO)NC([C@@H](CN(C)[C@@H]1Cc2cn3C)C=C1c1c2c3ccc1)=O,train
NCGC00024027-05,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,CC[C@@H](CO)NC([C@@H](CN(C)[C@@H]1Cc2cn3C)C=C1c1c2c3ccc1)=O,train
NCGC00178864-03,,,,,,,0.0,,0.0,,,,CC[C@@H](CO)NCCN[C@@H](CC)CO.Cl.Cl,train
NCGC00016560-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,CC[C@@H](CO)NCCN[C@@H](CC)CO.Cl.Cl,train
NCGC00255578-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CC[C@@H](CO1)OC1=O,train
NCGC00183854-01,1.0,1.0,0.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,CC[C@@H](C[C@@H]([C@@H]1CC2)[C@]3(C)CC[C@@H]1[C@@H](CC1)C2=CC1=O)[C@@H]3O,train
NCGC00247731-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,CC[C@@H](C[C@H](C[C@@H]12)C3)[C@@H]2N3CCc2c1[nH]c(cc1)c2cc1OC.Cl,train
NCGC00095082-06,,,,,,,,,0.0,,,,CC[C@@H](Cc(c(I)c(c(I)c1)N)c1I)C(O)=O,train
NCGC00257386-01,0.0,0.0,0.0,,1.0,,,0.0,0.0,0.0,0.0,0.0,CC[C@@H](Cc(c(I)c(c(I)c1)N)c1I)C(O)=O,train
NCGC00016357-01,0.0,0.0,0.0,0.0,1.0,0.0,,0.0,,0.0,0.0,0.0,CC[C@@H](Cc(c(I)c(c(I)c1)N)c1I)C(O)=O,train
NCGC00160625-01,0.0,0.0,0.0,,,,,0.0,,,0.0,0.0,CC[C@@H](Cc(c(I)c(c(I)c1)O)c1I)C(O)=O,train
NCGC00247672-01,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,,,0.0,0.0,CC[C@@H](Cc1c[nH]c2c1cccc2)N.CC(O)=O,train
NCGC00179351-03,,,,,,,0.0,,0.0,,,,CC[C@@H](Nc(c1c2)cc(Cl)c2S(N)(=O)=O)NC1=O,train
NCGC00016313-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0,0.0,CC[C@@H](Nc(c1c2)cc(Cl)c2S(N)(=O)=O)NC1=O,train
NCGC00160540-03,,,,,,,0.0,,0.0,,,,CC[C@@H](Nc(c1c2)cc(Cl)c2S(N)(=O)=O)NS1(=O)=O,train
NCGC00160540-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,CC[C@@H](Nc(c1c2)cc(Cl)c2S(N)(=O)=O)NS1(=O)=O,train
NCGC00254357-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,CC[C@@H](O)OCCCOC,train
NCGC00259202-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CC[C@@H](O)OCCCOC,train
NCGC00257766-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CC[C@@H](OCCCOC)OC(C)=O,train
NCGC00023339-16,,,,,,,0.0,,0.0,,,,CC[C@@H]([C@@H](Cc1cncn1C)CO1)C1=O,train
